tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,estimasi_sisa_nabung,user_segment,frekuensi_bulanan,frekuensi_mingguan,frekuensi_harian,frekuensi_nabung
2021-05-02,liburan ke bali/jogja,15.671808704579888,10.596659732783579,15.241025872622032,14.621986870259695,56,1,8,1,1,27
2022-04-06,sewa server/vps tahunan,14.613018204298811,9.210440366976517,13.815511557963774,14.014362236381235,122,1,5,1,1,17
2021-05-21,rakit pc gaming,17.02190890182359,10.819798284210286,16.905188489877407,14.81614280591917,55,2,6,1,1,78
2020-12-03,bayar kosan tahunan,16.450273035032662,11.608244735642321,15.422946668128484,16.007164201982874,82,2,6,1,1,63
2020-06-04,servis turun mesin,13.60479076121576,11.156264806643742,11.608244735642321,13.45883704259595,10,0,6,1,1,6
2024-01-25,modal nikah/tunangan,18.2693926413719,14.151983508870947,17.98835819708264,16.862886112153483,16,2,14,4,1,304
2021-07-26,rakit pc gaming,16.893283587916198,11.407576060361786,15.716124581581232,16.524893270878156,167,2,6,2,1,72
2021-12-23,modal nikah/tunangan,18.29102754710983,13.122365377402328,15.72357063125643,18.211193531416097,163,2,6,2,1,323
2021-10-03,dana darurat,16.481348979798202,11.002116507732017,16.25262663132851,14.89392047945086,49,2,10,6,1,39
2022-03-21,beli motor bekas,15.936573894238999,12.73670383776449,15.936573894238999,0.0,0,1,5,1,1,35
2021-08-30,dp motor baru,15.88868261241667,11.002116507732017,15.774196039552024,13.664688831019712,15,1,6,2,1,29
2021-05-12,dana darurat,16.785412122792106,11.918397239722838,15.07680871219556,16.585596212642578,107,2,5,2,1,62
2021-04-30,beli ipad/tablet nugas,16.21249641737161,10.819798284210286,15.26242977619469,15.72357063125643,135,2,6,2,1,43
2021-01-15,bayar kosan tahunan,16.23409941576182,10.596659732783579,16.192275141983078,13.038983942375959,12,2,6,1,1,34
2020-12-20,beli kamera analog/mirrorless,15.18922639004183,12.154784614286667,14.260197020251155,14.686804342317648,13,1,6,2,1,12
2022-05-18,dana darurat,15.830413711839864,11.002116507732017,15.317363482435562,14.917450968950916,51,1,7,2,1,27
2022-11-30,modal nikah/tunangan,17.634760185184327,12.429220196836383,16.993564429978885,16.886814064726025,87,2,5,3,1,164
2022-06-28,modal nikah/tunangan,18.39546550506666,11.289794413577894,15.505606557917657,18.338276928556493,1152,2,5,2,1,318
2022-05-23,beli ipad/tablet nugas,15.483217567201578,11.289794413577894,14.690979711984754,14.88022163978423,37,1,8,3,1,26
2021-10-23,modal usaha thrift/f&b,16.400262618136768,14.403297778421795,14.523546843628687,16.23409941576182,7,2,5,1,1,20
2022-07-09,beli laptop skripsi,16.51485638568583,11.002116507732017,16.066802461833923,15.49633865270477,90,2,6,2,1,47
2021-02-15,beli sepatu sneakers/running,13.487007879880162,13.102162710901053,13.487007879880162,0.0,0,0,3,1,1,3
2022-10-10,rakit pc gaming,16.892361928907253,11.51293546492023,16.382765025846997,15.974225396012052,87,2,5,1,1,81
2020-10-31,dana darurat,15.024471202308668,11.156264806643742,14.077875591662238,14.53335083891935,30,1,7,1,1,23
2021-05-06,modal nikah/tunangan,16.556995599627253,11.407576060361786,15.079637567595793,16.297914161076342,133,2,8,3,1,62
2021-07-31,beli motor bekas,15.860619549929702,13.710151153416941,15.26007406305717,15.06541258071152,4,1,10,3,1,27
2020-11-06,liburan ke bali/jogja,15.41084974885861,11.156264806643742,15.07397183166515,14.159100971573958,21,1,7,2,1,17
2022-01-30,beli sepeda lipat/fixie,14.657078174676883,11.407576060361786,13.815511557963774,14.093143052138025,15,1,5,2,1,11
2020-10-28,rakit pc gaming,16.75361377164773,9.90353755128617,15.555976908243359,16.394211162911166,659,2,9,2,1,42
2024-01-31,modal nikah/tunangan,18.267296448710738,11.156264806643742,17.54697048357116,17.600608892525383,630,2,12,2,1,275
2022-06-26,rakit pc gaming,16.666217117271472,12.206077645517674,16.427049932107078,15.118423581884207,19,2,9,1,1,68
2020-12-05,dana darurat,16.58308680119458,10.819798284210286,16.332400334315572,15.07680871219556,71,2,7,3,1,59
2020-08-04,beli mechanical keyboard,14.493544608328255,11.51293546492023,12.506180941677357,14.346139397261565,17,1,2,1,1,2
2020-04-05,dana darurat,16.604833540658035,13.592368256649284,15.068273812173887,16.362609306317253,16,2,8,2,1,51
2020-10-07,top up game (mlbb/genshin/valo),12.706850963741102,10.596659732783579,10.596659732783579,12.577639650232573,8,0,4,1,1,6
2022-03-05,beli kasur busa/springbed,14.352004513273993,11.407576060361786,11.407576060361786,14.297937324492327,18,1,5,1,1,5
2024-09-05,modal nikah/tunangan,18.112523831920345,9.210440366976517,17.865903250072726,16.59184232874939,1606,2,8,1,1,245
2020-12-20,traktir temen sidang/wisuda,13.180634172318978,12.100717685412471,12.577639650232573,12.388398368982115,2,0,4,2,1,8
2020-08-07,beli emas antam,15.654471787659123,10.308985993422082,14.876767406109316,15.039286283703994,114,1,4,1,1,18
2020-12-30,rakit pc gaming,16.75361377164773,9.90353755128617,16.384298768361326,15.578527729853247,292,2,8,1,1,42
2022-06-16,beli ipad/tablet nugas,16.00380661666381,12.25486757159303,15.893701442898895,13.742940940397677,5,1,5,1,1,37
2020-08-14,beli sepatu sneakers/running,12.644330802262578,12.154784614286667,12.644330802262578,0.0,0,0,2,1,1,2
2022-02-09,beli laptop skripsi,16.269958086178214,10.308985993422082,15.388284693495642,15.7353701764472,228,2,6,2,1,37
2020-10-05,dana darurat,15.754252361425857,13.592368256649284,15.41084974885861,14.51860856442677,3,1,7,2,1,18
2022-04-26,nabung bayar utang/pinjol,15.308414878861498,12.04355959836804,14.613018204298811,14.617512591866694,14,1,7,1,1,20
2024-01-09,modal nikah/tunangan,17.634760185184327,12.73670383776449,17.634760185184327,0.0,0,2,8,3,1,164
2022-05-12,upgrade hp baru,15.166178000508337,11.289794413577894,15.033386563317146,13.081543466215237,6,1,3,1,1,16
2022-01-29,servis turun mesin,14.88022163978423,14.220976332738882,14.88022163978423,0.0,0,1,5,1,1,5
2021-09-29,bayar ukt semester depan,15.830413711839864,12.388398368982115,13.910821646859095,15.671808704579888,27,1,5,4,1,50
2024-02-05,modal nikah/tunangan,18.39546550506666,11.51293546492023,17.469798593188507,17.890842197991024,589,2,10,3,1,318
2021-03-09,bayar ukt semester depan,15.633587497847351,14.285514812209815,15.50005612841392,13.554147092530322,1,1,3,1,1,16
2024-02-22,modal nikah/tunangan,18.39546550506666,12.54254845357358,17.481888772300604,17.88282646492174,209,2,10,3,1,318
2022-03-20,kursus bootcamp it/data science,15.882373444019521,14.346139397261565,15.784020678601623,13.51440681653079,1,1,7,2,1,27
2022-03-16,staycation bareng temen,13.8924725250259,11.156264806643742,12.765691290604371,13.500801182986649,11,1,5,1,1,12
2020-01-25,traktir temen sidang/wisuda,13.161586013632684,10.596659732783579,13.017005083966255,11.156264806643742,2,0,6,3,1,6
2020-09-21,beli ipad/tablet nugas,16.07935492659199,13.304686600863562,15.879838588737607,14.36939624590319,3,1,11,4,1,21
2021-08-20,dp motor baru,15.767118870179669,10.819798284210286,15.555976908243359,14.108180918195472,27,1,5,1,1,18
2020-05-22,liburan ke bali/jogja,15.35880888156902,10.308985993422082,15.330638010707329,11.775297421715827,5,1,7,3,1,52
2022-06-29,modal usaha thrift/f&b,16.275953820970994,10.308985993422082,15.790979647957377,15.319588176962746,150,2,5,1,1,36
2021-02-13,beli tws/earphone,14.571633007169066,11.002116507732017,14.0225255403564,13.710151153416941,15,1,7,4,1,25
2020-09-26,bayar ukt semester depan,15.269463801202813,9.90353755128617,12.25486757159303,15.219153803118994,204,1,5,2,1,22
2022-03-14,kado hari ibu/ultah ortu,14.751604309291395,10.308985993422082,13.641158361294979,14.352004513273993,57,1,4,2,1,4
2021-06-22,modal nikah/tunangan,16.556995599627253,10.308985993422082,15.654471787659123,16.036885703992642,308,2,7,3,1,62
2022-05-05,beli laptop skripsi,16.16211263206887,12.429220196836383,15.490736398202278,15.446710157874584,21,2,5,1,1,36
2021-07-14,beli domain & hosting,12.611541086966115,11.695255355062795,12.25486757159303,11.407576060361786,1,0,3,2,1,3
2024-11-03,modal nikah/tunangan,17.993889864452772,10.596659732783579,17.918319215124697,15.373655386537118,119,2,10,3,1,207
2021-10-27,dana darurat,16.411511329829075,12.54254845357358,14.478199046503295,16.255245576289507,41,2,5,1,1,55
2020-08-09,dana darurat,16.604833540658035,14.346139397261565,16.487588167716165,14.403297778421795,2,2,7,2,1,51
2025-04-23,modal nikah/tunangan,18.39546550506666,12.429220196836383,18.052655933266823,17.158372397949154,114,2,7,2,1,318
2020-09-25,beli emas antam,15.991398111419734,14.077875591662238,15.84234228112411,14.014362236381235,1,1,4,1,1,21
2024-05-01,modal nikah/tunangan,18.34811006187022,11.156264806643742,17.875781157096977,17.371144321494114,501,2,15,2,1,294
2024-01-24,modal nikah/tunangan,17.305329161786364,9.210440366976517,16.928136627473748,16.14765455028724,1030,2,9,3,1,116
2022-02-15,bayar kosan tahunan,16.66563891549637,11.002116507732017,16.435093850577363,15.08527138372705,60,2,4,1,1,85
2022-08-29,modal nikah/tunangan,17.305329161786364,13.45883704259595,16.429250152855314,16.76676839369035,28,2,11,3,1,116
2021-06-05,dana darurat,16.089696279317273,11.51293546492023,11.156264806643742,16.082468576942105,97,1,7,1,1,40
2021-12-15,liburan ke bali/jogja,15.748480340461642,11.289794413577894,15.471832247136902,14.328334783195153,21,1,10,3,1,30
2022-02-01,modal usaha thrift/f&b,15.968434992547925,14.508658238524095,15.26007406305717,15.2902737959047,3,1,5,1,1,19
2025-08-24,modal nikah/tunangan,18.34811006187022,13.710151153416941,18.327578136665785,14.452087916136215,3,2,8,3,1,294
2021-10-01,dana darurat,16.785412122792106,11.695255355062795,16.418940783955623,15.60393129315088,50,2,8,3,1,62
2024-01-04,modal nikah/tunangan,18.112523831920345,9.210440366976517,17.35965324450491,17.475733328555187,3887,2,14,3,1,245
2020-09-21,beli motor bekas,16.45599551089739,12.506180941677357,16.22963711513666,14.859314962250004,11,2,10,4,1,37
2020-08-30,tiket konser k-pop/lokal,14.571633007169066,10.308985993422082,13.955273369904273,13.795308871054397,33,1,5,2,1,11
2022-05-17,modal nikah/tunangan,18.267296448710738,11.608244735642321,17.170314934972918,17.861014972267775,520,2,9,2,1,275
2020-11-14,rakit pc gaming,16.75361377164773,10.308985993422082,15.86320353036178,16.225154813098982,371,2,5,1,1,42
2020-09-28,beli emas antam,15.991398111419734,11.289794413577894,15.852827303721527,13.946539697563276,15,1,4,1,1,21
2021-06-03,kado hari ibu/ultah ortu,14.727793670047236,11.608244735642321,14.727793670047236,0.0,0,1,1,1,1,7
2021-10-19,upgrade ram & ssd,14.414347608503377,13.997832948091215,14.207553321415745,12.73670383776449,1,1,5,2,1,5
2024-04-28,modal nikah/tunangan,18.39546550506666,12.100717685412471,17.645889596053298,17.755732237195,286,2,14,5,1,318
2021-10-12,liburan ke bali/jogja,14.751604309291395,9.90353755128617,13.161586013632684,14.523546843628687,102,1,7,2,1,11
2020-08-26,bayar ukt semester depan,14.603968372873895,11.289794413577894,14.151983508870947,13.592368256649284,10,1,10,2,1,20
2021-03-09,beli ipad/tablet nugas,16.094827126373104,10.308985993422082,15.765697406034349,14.82346884332769,92,1,7,2,1,41
2020-05-19,beli magic com & dispenser,13.199326270390594,11.51293546492023,12.899222326086994,11.849404844423074,2,0,3,1,1,3
2024-06-18,modal nikah/tunangan,17.634760185184327,11.156264806643742,17.406777210774607,16.044449218432643,133,2,9,2,1,164
2020-05-25,beli kamera analog/mirrorless,15.881106819564762,11.156264806643742,15.83705825367553,12.73670383776449,5,1,9,2,1,38
2020-12-15,beli motor bekas,16.353958053669242,10.596659732783579,15.540061455751983,15.768538316632412,177,2,9,3,1,43
2020-03-25,beli kamera analog/mirrorless,15.881106819564762,10.308985993422082,15.131919059716477,15.241025872622032,139,1,6,2,1,38
2021-12-20,langganan netflix/spotify tahunan,12.676079399771027,11.695255355062795,12.676079399771027,0.0,0,0,2,1,1,2
2021-02-21,beli ipad/tablet nugas,16.161155236204202,13.815511557963774,13.963931425151141,16.043372212521,10,2,3,1,1,45
2022-02-22,beli sepeda lipat/fixie,14.446782866720884,11.156264806643742,12.676079399771027,14.260197020251155,23,1,6,2,1,15
2021-11-02,liburan ke bali/jogja,14.96608290201874,13.304686600863562,14.962913328262083,9.210440366976517,1,1,2,2,1,14
2020-01-23,beli raket badminton/sepatu futsal,14.159100971573958,12.468440756144114,13.122365377402328,13.721200977393528,4,1,5,1,1,5
2022-02-20,beli emas antam,14.97239206922172,12.611541086966115,14.674172600730516,13.617060838751888,3,1,3,1,1,3
2022-03-03,kado hari ibu/ultah ortu,14.735793709514262,13.592368256649284,14.735793709514262,0.0,0,1,1,1,1,5
2020-04-26,beli motor bekas,16.36495580701484,9.90353755128617,15.90860854939615,15.360943353642055,235,2,10,3,1,53
2022-02-22,beli mechanical keyboard,14.599412558413583,12.577639650232573,14.557448378884015,11.407576060361786,1,1,4,1,1,7
2020-11-15,modal usaha thrift/f&b,16.478563462870753,9.90353755128617,15.800641557535497,15.769955751112475,353,2,6,1,1,47
2020-06-04,beli kasur busa/springbed,13.415034483903348,10.819798284210286,10.819798284210286,13.3374763699232,13,0,4,1,1,8
2022-03-02,beli sepatu sneakers/running,14.130322027731049,13.652992804936396,14.130322027731049,0.0,0,1,1,1,1,22
2022-02-11,nabung bayar utang/pinjol,14.352004513273993,9.210440366976517,12.04355959836804,14.24729362374025,154,1,8,2,1,9
2020-09-03,beli laptop skripsi,15.698024542667783,10.596659732783579,14.743730255960541,15.211755497462054,101,1,7,1,1,23
2020-02-07,top up game (mlbb/genshin/valo),13.353476685668044,11.289794413577894,11.289794413577894,13.217675375388819,7,0,5,1,1,5
2021-05-26,liburan ke bali/jogja,15.671808704579888,9.210440366976517,15.623799493077952,12.611541086966115,30,1,8,3,1,27
2024-05-13,modal nikah/tunangan,17.634760185184327,13.710151153416941,17.342459174326464,16.26219608151216,13,2,5,3,1,164
2020-08-25,upgrade hp baru,16.25959530003757,11.849404844423074,14.69513772040451,16.02488337900562,66,2,4,2,1,50
2025-11-30,modal nikah/tunangan,18.39546550506666,9.210440366976517,18.26834509429418,16.269958086178214,1164,2,7,2,1,318
2021-10-02,tiket konser k-pop/lokal,15.345905479508115,12.301387370778713,14.74767503269543,14.547878932446617,10,1,6,1,1,30
2020-06-09,kado hari ibu/ultah ortu,14.866332532446323,11.289794413577894,12.100717685412471,14.801327725621299,34,1,6,1,1,9
2020-02-28,nabung bayar utang/pinjol,13.487007879880162,9.210440366976517,12.644330802262578,12.923914877701906,41,0,5,2,1,9
2020-09-11,beli ipad/tablet nugas,15.337209774430955,11.156264806643742,14.006131744018864,15.030423599064406,49,1,7,2,1,33
2024-01-08,modal nikah/tunangan,18.112523831920345,9.210440366976517,17.359942136597375,17.47547602764697,3886,2,14,4,1,245
2022-01-05,beli kipas angin/ac portable,14.159100971573958,9.210440366976517,9.210440366976517,14.151983508870947,140,1,6,1,1,7
2022-04-27,upgrade hp baru,15.667110184534206,11.695255355062795,15.550699852070762,13.45883704259595,6,1,7,2,1,18
2022-04-06,bayar ukt semester depan,15.452563831983857,13.910821646859095,15.41084974885861,12.25486757159303,1,1,4,2,1,11
2020-03-15,beli motor bekas,16.36495580701484,11.407576060361786,15.181602466868654,15.999312227580958,99,2,6,1,1,53
2020-07-23,bayar kosan tahunan,16.450273035032662,12.506180941677357,13.304686600863562,16.40627767341427,50,2,7,1,1,63
2021-01-29,beli motor bekas,16.325922579395403,12.100717685412471,14.462614323582885,16.15731646026544,58,2,8,4,1,33
2020-03-08,beli motor bekas,16.36495580701484,13.710151153416941,15.1583756222534,16.009396345517693,10,2,6,2,1,53
2020-06-12,beli laptop skripsi,16.484126759169204,14.45736497045232,15.236206587347361,16.145710915267554,6,2,8,1,1,23
2022-01-25,ganti ban depan belakang,13.845070331079134,10.819798284210286,12.644330802262578,13.487007879880162,15,1,6,2,1,9
2021-10-06,kado hari ibu/ultah ortu,14.297937324492327,10.308985993422082,13.676249640055394,13.527829818844937,25,1,4,1,1,22
2020-08-17,monitor external,14.89392047945086,12.821260987319457,14.89392047945086,0.0,0,1,2,1,1,13
2020-01-20,traktir temen sidang/wisuda,13.161586013632684,9.90353755128617,12.706850963741102,12.154784614286667,10,0,6,3,1,6
2021-10-26,dana darurat,16.481348979798202,11.289794413577894,16.29958361040653,14.686804342317648,30,2,10,3,1,39
2021-05-16,dana darurat,16.785412122792106,12.206077645517674,15.131919059716477,16.57298570584578,79,2,5,2,1,62
2020-11-06,upgrade hp baru,16.22963711513666,11.002116507732017,11.002116507732017,16.224255936714766,186,2,6,1,1,43
2021-03-08,bayar kosan tahunan,15.919644834185693,11.002116507732017,15.882373444019521,12.611541086966115,5,1,6,2,1,39
2021-06-17,dp motor baru,15.050982320047213,9.210440366976517,12.73670383776449,14.946912992035967,310,1,8,3,1,15
2020-04-26,beli motor bekas,15.920863603231282,14.220976332738882,15.912300860828838,11.156264806643742,1,1,6,2,1,33
2022-02-22,beli sepeda lipat/fixie,14.657078174676883,10.596659732783579,14.187074804051692,13.676249640055394,22,1,5,1,1,11
2021-09-24,outfit wisuda/kondangan,12.923914877701906,11.407576060361786,12.577639650232573,11.695255355062795,2,0,5,1,1,6
2021-10-26,modal nikah/tunangan,18.112523831920345,14.508658238524095,16.32835665747879,17.928676890782867,31,2,12,4,1,245
2021-02-05,beli ipad/tablet nugas,16.23587877550359,11.982935344196433,16.138878288084037,13.854732232655556,7,2,2,1,1,36
2021-07-20,upgrade hp baru,16.421158899303645,10.596659732783579,16.18762180689051,14.852247797524162,71,2,5,1,1,43
2021-12-24,bayar kosan tahunan,16.397997611676924,10.308985993422082,16.131998654746635,14.94368197249847,103,2,6,2,1,62
2020-08-21,beli helm fullface/cargloss,14.093143052138025,10.596659732783579,13.199326270390594,13.567050480716235,20,1,6,2,1,6
2024-07-06,modal nikah/tunangan,18.29102754710983,11.289794413577894,17.9211247289245,17.11725589747362,340,2,14,4,1,323
2022-03-08,modal nikah/tunangan,18.39546550506666,11.51293546492023,14.508658238524095,18.374741522481028,956,2,4,2,1,318
2020-02-05,naik gunung (semeru/rinjani),14.585619242623203,11.407576060361786,14.36939624590319,12.948012371209098,5,1,3,2,1,7
2021-01-05,kado ultah pacar,13.122365377402328,10.819798284210286,11.156264806643742,12.971542813248437,9,0,7,2,1,7
2021-02-19,beli emas antam,13.919871474189012,13.541075028051122,13.919871474189012,0.0,0,1,4,1,1,4
2020-10-07,beli emas antam,15.991398111419734,11.695255355062795,15.889939683448699,13.652992804936396,8,1,5,3,1,21
2020-02-08,beli game steam/ps,14.187074804051692,14.077875591662238,14.077875591662238,11.918397239722838,1,1,2,1,1,2
2020-10-25,dana darurat,16.58308680119458,9.90353755128617,16.272532089952538,15.26242977619469,213,2,6,2,1,59
2022-02-21,beli kamera analog/mirrorless,15.688850167794572,11.002116507732017,14.74767503269543,15.19427690455251,67,1,6,2,1,22
2022-03-20,modif motor/ganti knalpot,14.887094516710158,11.289794413577894,13.47302165746721,14.60850352598252,28,1,7,2,1,8
2020-09-07,monitor external,15.199302039492581,11.289794413577894,11.289794413577894,15.179048187715992,49,1,5,1,1,30
2022-04-16,beli action figure/gunpla,14.23422155071698,18.420680743952367,14.23422155071698,0.0,0,1,5,2,1,16
2024-12-22,modal nikah/tunangan,18.29102754710983,11.002116507732017,17.72292297092716,17.454937154626084,635,2,12,3,1,323
2024-06-11,modal nikah/tunangan,18.112523831920345,14.285514812209815,17.62083884697335,17.166817205051505,18,2,6,1,1,245
2020-05-03,modal nikah/tunangan,16.546626097144056,11.51293546492023,14.782494784382012,16.3586861944926,128,2,9,2,1,61
2022-05-03,beli emas antam,15.456447331256177,11.002116507732017,15.07397183166515,14.310207409556293,28,1,6,1,1,29
2022-01-17,kursus bootcamp it/data science,15.815638428242373,10.596659732783579,12.468440756144114,15.779821932642923,179,1,8,1,1,29
2022-03-15,uang kondangan temen,13.122365377402328,12.301387370778713,12.54254845357358,12.301387370778713,1,0,2,1,1,9
2022-02-08,bayar ukt semester depan,15.093663039015954,13.592368256649284,13.76421831620775,14.786289853910306,4,1,4,1,1,6
2022-02-24,sewa server/vps tahunan,14.621986870259695,14.240778946963175,14.621986870259695,0.0,0,1,7,1,1,7
2021-04-26,bayar ukt semester depan,14.99416586199818,11.51293546492023,13.270785106659046,14.797589404908198,27,1,8,2,1,23
2021-03-23,beli emas antam,15.598901945589025,11.156264806643742,14.715672314412528,15.06541258071152,50,1,6,1,1,27
2022-02-15,modif motor/ganti knalpot,14.848695397181752,11.002116507732017,14.038654909278163,14.260197020251155,26,1,5,2,1,11
2022-05-06,beli ipad/tablet nugas,16.196906923804047,14.220976332738882,16.053023760938185,14.187074804051692,1,2,6,1,1,38
2020-12-10,bayar kosan tahunan,15.872195240398723,9.90353755128617,13.060490101343552,15.810211007243431,368,1,6,2,1,37
2021-04-12,dp motor baru,15.762848401664115,12.611541086966115,14.82346884332769,15.267124619396817,15,1,8,2,1,24
2021-10-29,liburan ke bali/jogja,14.96608290201874,9.210440366976517,14.751604309291395,13.321215875492413,61,1,6,1,1,14
2022-05-23,modal nikah/tunangan,18.267296448710738,12.100717685412471,17.177273905055085,17.857508657376513,317,2,9,2,1,275
2024-01-15,rakit pc gaming,16.892361928907253,14.346139397261565,16.75520149351671,14.837961845378985,2,2,11,3,1,81
2021-01-07,beli motor bekas,16.353958053669242,11.002116507732017,15.884901890053227,15.371547904641702,79,2,7,3,1,43
2021-07-25,modal nikah/tunangan,18.267296448710738,9.90353755128617,16.24472838999741,18.125369657771536,3722,2,6,2,1,275
2021-06-10,monitor external,14.594835893480763,11.849404844423074,12.793862088206213,14.414347608503377,13,1,7,2,1,13
2020-10-24,modal usaha thrift/f&b,16.478563462870753,14.285514812209815,15.717618233614914,15.848908292032746,5,2,8,1,1,47
2022-03-22,beli ipad/tablet nugas,15.784020678601623,13.592368256649284,15.219153803118994,14.94368197249847,4,1,8,1,1,14
2022-03-07,beli domain & hosting,12.345838935721968,11.407576060361786,12.345838935721968,0.0,0,0,2,1,1,2
2024-12-28,modal nikah/tunangan,18.29102754710983,12.388398368982115,17.727733563391087,17.448613023043258,158,2,12,2,1,323
2022-02-12,traktir temen sidang/wisuda,13.664688831019712,11.156264806643742,11.775297421715827,13.500801182986649,11,0,6,2,1,7
2024-05-02,modal nikah/tunangan,17.305329161786364,9.210440366976517,17.162251789029245,15.2902737959047,437,2,6,1,1,116
2022-06-07,bayar kosan tahunan,16.62852125472698,13.122365377402328,15.814284332078001,16.043372212521,19,2,7,1,1,51
2021-09-15,beli ipad/tablet nugas,15.85932505153463,11.289794413577894,12.54254845357358,15.822381541217867,93,1,6,2,1,25
2024-04-28,modal nikah/tunangan,18.2693926413719,11.51293546492023,18.05453251264284,16.626117407560045,167,2,18,5,1,304
2020-09-26,rakit pc gaming,16.86478364583966,11.608244735642321,13.721200977393528,16.820698039818488,184,2,6,3,1,74
2021-09-28,beli kamera analog/mirrorless,15.578527729853247,11.407576060361786,15.171345969331382,14.48334044336031,22,1,7,2,1,9
